"","index","CollectiveName","LastName","ForeName","Initials","order","Title","PMID"
"48",6,NA,"Hutchings","Joshua","J",5,"Helical ordering of envelope-associated proteins and glycoproteins in respiratory syncytial virus.","34935163"
"49",6,NA,"Bakker","Saskia E","SE",6,"Helical ordering of envelope-associated proteins and glycoproteins in respiratory syncytial virus.","34935163"
"50",6,NA,"Power","B Joanne","BJ",7,"Helical ordering of envelope-associated proteins and glycoproteins in respiratory syncytial virus.","34935163"
"51",6,NA,"Jaffery","Hussain","H",8,"Helical ordering of envelope-associated proteins and glycoproteins in respiratory syncytial virus.","34935163"
"52",6,NA,"Haney","Joanne","J",9,"Helical ordering of envelope-associated proteins and glycoproteins in respiratory syncytial virus.","34935163"
"53",6,NA,"Zanetti","Giulia","G",10,"Helical ordering of envelope-associated proteins and glycoproteins in respiratory syncytial virus.","34935163"
"54",6,NA,"Murcia","Pablo R","PR",11,"Helical ordering of envelope-associated proteins and glycoproteins in respiratory syncytial virus.","34935163"
"55",6,NA,"Stewart","Murray","M",12,"Helical ordering of envelope-associated proteins and glycoproteins in respiratory syncytial virus.","34935163"
"56",6,NA,"Fearns","Rachel","R",13,"Helical ordering of envelope-associated proteins and glycoproteins in respiratory syncytial virus.","34935163"
"57",6,NA,"Vijayakrishnan","Swetha","S",14,"Helical ordering of envelope-associated proteins and glycoproteins in respiratory syncytial virus.","34935163"
"58",6,NA,"Bhella","David","D",15,"Helical ordering of envelope-associated proteins and glycoproteins in respiratory syncytial virus.","34935163"
"59",7,NA,"Konietzny","Anja","A",1,"Caldendrin and myosin V regulate synaptic spine apparatus localization via ER stabilization in dendritic spines.","34935159"
"60",7,NA,"Grendel","Jasper","J",2,"Caldendrin and myosin V regulate synaptic spine apparatus localization via ER stabilization in dendritic spines.","34935159"
"61",7,NA,"Kadek","Alan","A",3,"Caldendrin and myosin V regulate synaptic spine apparatus localization via ER stabilization in dendritic spines.","34935159"
"62",7,NA,"Bucher","Michael","M",4,"Caldendrin and myosin V regulate synaptic spine apparatus localization via ER stabilization in dendritic spines.","34935159"
"63",7,NA,"Han","Yuhao","Y",5,"Caldendrin and myosin V regulate synaptic spine apparatus localization via ER stabilization in dendritic spines.","34935159"
"64",7,NA,"Hertrich","Nathalie","N",6,"Caldendrin and myosin V regulate synaptic spine apparatus localization via ER stabilization in dendritic spines.","34935159"
"65",7,NA,"Dekkers","Dick H W","DHW",7,"Caldendrin and myosin V regulate synaptic spine apparatus localization via ER stabilization in dendritic spines.","34935159"
"66",7,NA,"Demmers","Jeroen A A","JAA",8,"Caldendrin and myosin V regulate synaptic spine apparatus localization via ER stabilization in dendritic spines.","34935159"
"67",7,NA,"Grünewald","Kay","K",9,"Caldendrin and myosin V regulate synaptic spine apparatus localization via ER stabilization in dendritic spines.","34935159"
"68",7,NA,"Uetrecht","Charlotte","C",10,"Caldendrin and myosin V regulate synaptic spine apparatus localization via ER stabilization in dendritic spines.","34935159"
"69",7,NA,"Mikhaylova","Marina","M",11,"Caldendrin and myosin V regulate synaptic spine apparatus localization via ER stabilization in dendritic spines.","34935159"
"70",8,NA,"Flores-Romero","Hector","H",1,"BCL-2-family protein tBID can act as a BAX-like effector of apoptosis.","34931711"
"71",8,NA,"Hohorst","Lisa","L",2,"BCL-2-family protein tBID can act as a BAX-like effector of apoptosis.","34931711"
"72",8,NA,"John","Malina","M",3,"BCL-2-family protein tBID can act as a BAX-like effector of apoptosis.","34931711"
"73",8,NA,"Albert","Marie-Christine","MC",4,"BCL-2-family protein tBID can act as a BAX-like effector of apoptosis.","34931711"
"74",8,NA,"King","Louise E","LE",5,"BCL-2-family protein tBID can act as a BAX-like effector of apoptosis.","34931711"
"75",8,NA,"Beckmann","Laura","L",6,"BCL-2-family protein tBID can act as a BAX-like effector of apoptosis.","34931711"
"76",8,NA,"Szabo","Tamas","T",7,"BCL-2-family protein tBID can act as a BAX-like effector of apoptosis.","34931711"
"77",8,NA,"Hertlein","Vanessa","V",8,"BCL-2-family protein tBID can act as a BAX-like effector of apoptosis.","34931711"
"78",8,NA,"Luo","Xu","X",9,"BCL-2-family protein tBID can act as a BAX-like effector of apoptosis.","34931711"
"79",8,NA,"Villunger","Andreas","A",10,"BCL-2-family protein tBID can act as a BAX-like effector of apoptosis.","34931711"
"80",8,NA,"Frenzel","Lukas P","LP",11,"BCL-2-family protein tBID can act as a BAX-like effector of apoptosis.","34931711"
"81",8,NA,"Kashkar","Hamid","H",12,"BCL-2-family protein tBID can act as a BAX-like effector of apoptosis.","34931711"
"82",8,NA,"Garcia-Saez","Ana J","AJ",13,"BCL-2-family protein tBID can act as a BAX-like effector of apoptosis.","34931711"
"83",9,NA,"Byers","Candice","C",1,"Genetic control of the pluripotency epigenome determines differentiation bias in mouse embryonic stem cells.","34931323"
"84",9,NA,"Spruce","Catrina","C",2,"Genetic control of the pluripotency epigenome determines differentiation bias in mouse embryonic stem cells.","34931323"
"85",9,NA,"Fortin","Haley J","HJ",3,"Genetic control of the pluripotency epigenome determines differentiation bias in mouse embryonic stem cells.","34931323"
"86",9,NA,"Hartig","Ellen I","EI",4,"Genetic control of the pluripotency epigenome determines differentiation bias in mouse embryonic stem cells.","34931323"
"87",9,NA,"Czechanski","Anne","A",5,"Genetic control of the pluripotency epigenome determines differentiation bias in mouse embryonic stem cells.","34931323"
"88",9,NA,"Munger","Steven C","SC",6,"Genetic control of the pluripotency epigenome determines differentiation bias in mouse embryonic stem cells.","34931323"
"89",9,NA,"Reinholdt","Laura G","LG",7,"Genetic control of the pluripotency epigenome determines differentiation bias in mouse embryonic stem cells.","34931323"
"90",9,NA,"Skelly","Daniel A","DA",8,"Genetic control of the pluripotency epigenome determines differentiation bias in mouse embryonic stem cells.","34931323"
"91",9,NA,"Baker","Christopher L","CL",9,"Genetic control of the pluripotency epigenome determines differentiation bias in mouse embryonic stem cells.","34931323"
"92",10,NA,"Shao","Jialiang","J",1,"Cytosolic GDH1 degradation restricts protein synthesis to sustain tumor cell survival following amino acid deprivation.","34927267"
"93",10,NA,"Shi","Tiezhu","T",2,"Cytosolic GDH1 degradation restricts protein synthesis to sustain tumor cell survival following amino acid deprivation.","34927267"
"94",10,NA,"Yu","Hua","H",3,"Cytosolic GDH1 degradation restricts protein synthesis to sustain tumor cell survival following amino acid deprivation.","34927267"
"95",10,NA,"Ding","Yufeng","Y",4,"Cytosolic GDH1 degradation restricts protein synthesis to sustain tumor cell survival following amino acid deprivation.","34927267"
"96",10,NA,"Li","Liping","L",5,"Cytosolic GDH1 degradation restricts protein synthesis to sustain tumor cell survival following amino acid deprivation.","34927267"
"97",10,NA,"Wang","Xiang","X",6,"Cytosolic GDH1 degradation restricts protein synthesis to sustain tumor cell survival following amino acid deprivation.","34927267"
"98",10,NA,"Wang","Xiongjun","X",7,"Cytosolic GDH1 degradation restricts protein synthesis to sustain tumor cell survival following amino acid deprivation.","34927267"
"99",11,NA,"Khan","Md Murad","MM",1,"Oxidative stress protein Oxr1 promotes V-ATPase holoenzyme disassembly in catalytic activity-independent manner.","34918374"
"100",11,NA,"Lee","Seowon","S",2,"Oxidative stress protein Oxr1 promotes V-ATPase holoenzyme disassembly in catalytic activity-independent manner.","34918374"
"101",11,NA,"Couoh-Cardel","Sergio","S",3,"Oxidative stress protein Oxr1 promotes V-ATPase holoenzyme disassembly in catalytic activity-independent manner.","34918374"
"102",11,NA,"Oot","Rebecca A","RA",4,"Oxidative stress protein Oxr1 promotes V-ATPase holoenzyme disassembly in catalytic activity-independent manner.","34918374"
"103",11,NA,"Kim","Hyunmin","H",5,"Oxidative stress protein Oxr1 promotes V-ATPase holoenzyme disassembly in catalytic activity-independent manner.","34918374"
"104",11,NA,"Wilkens","Stephan","S",6,"Oxidative stress protein Oxr1 promotes V-ATPase holoenzyme disassembly in catalytic activity-independent manner.","34918374"
"105",11,NA,"Roh","Soung-Hun","SH",7,"Oxidative stress protein Oxr1 promotes V-ATPase holoenzyme disassembly in catalytic activity-independent manner.","34918374"
"106",12,NA,"Vegliante","Rolando","R",1,"Deciphering functional tumor states at single-cell resolution.","34918370"
"107",12,NA,"Pastushenko","Ievgenia","I",2,"Deciphering functional tumor states at single-cell resolution.","34918370"
"108",12,NA,"Blanpain","Cédric","C",3,"Deciphering functional tumor states at single-cell resolution.","34918370"
"109",13,NA,"Fan","Juan","J",1,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508"
"110",13,NA,"Shi","Jiawei","J",2,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508"
"111",13,NA,"Zhang","Yong","Y",3,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508"
"112",13,NA,"Liu","Junwei","J",4,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508"
"113",13,NA,"An","Chenyi","C",5,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508"
"114",13,NA,"Zhu","Huaying","H",6,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508"
"115",13,NA,"Wu","Peng","P",7,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508"
"116",13,NA,"Hu","Wei","W",8,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508"
"117",13,NA,"Qin","Rui","R",9,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508"
"118",13,NA,"Yao","Danmei","D",10,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508"
"119",13,NA,"Shou","Xin","X",11,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508"
"120",13,NA,"Xu","Yibing","Y",12,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508"
"121",13,NA,"Tong","Zhou","Z",13,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508"
"122",13,NA,"Wen","Xue","X",14,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508"
"123",13,NA,"Xu","Jianpo","J",15,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508"
"124",13,NA,"Zhang","Jin","J",16,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508"
"125",13,NA,"Fang","Weijia","W",17,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508"
"126",13,NA,"Lou","Jizhong","J",18,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508"
"127",13,NA,"Yin","Weiwei","W",19,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508"
"128",13,NA,"Chen","Wei","W",20,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508"
"129",14,NA,"Bilches Medinas","Danilo","D",1,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"130",14,NA,"Malik","Sajid","S",2,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"131",14,NA,"Yıldız-Bölükbaşı","Esra","E",3,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"132",14,NA,"Borgonovo","Janina","J",4,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"133",14,NA,"Saaranen","Mirva J","MJ",5,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"134",14,NA,"Urra","Hery","H",6,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"135",14,NA,"Pulgar","Eduardo","E",7,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"136",14,NA,"Afzal","Muhammad","M",8,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"137",14,NA,"Contreras","Darwin","D",9,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"138",14,NA,"Wright","Madison T","MT",10,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"139",14,NA,"Bodaleo","Felipe","F",11,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"140",14,NA,"Quiroz","Gabriel","G",12,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"141",14,NA,"Rozas","Pablo","P",13,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"142",14,NA,"Mumtaz","Sara","S",14,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"143",14,NA,"Díaz","Rodrigo","R",15,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"144",14,NA,"Rozas","Carlos","C",16,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"145",14,NA,"Cabral-Miranda","Felipe","F",17,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"146",14,NA,"Piña","Ricardo","R",18,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"147",14,NA,"Valenzuela","Vicente","V",19,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"148",14,NA,"Uyan","Ozgun","O",20,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"149",14,NA,"Reardon","Christopher","C",21,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"150",14,NA,"Woehlbier","Ute","U",22,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"151",14,NA,"Brown","Robert H","RH",23,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"152",14,NA,"Sena-Esteves","Miguel","M",24,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"153",14,NA,"Gonzalez-Billault","Christian","C",25,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"154",14,NA,"Morales","Bernardo","B",26,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"155",14,NA,"Plate","Lars","L",27,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"156",14,NA,"Ruddock","Lloyd W","LW",28,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"157",14,NA,"Concha","Miguel L","ML",29,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"158",14,NA,"Hetz","Claudio","C",30,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"159",14,NA,"Tolun","Aslıhan","A",31,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.","34904718"
"160",15,NA,"Yang","Meng","M",1,"A viral protein disrupts vacuolar acidification to facilitate virus infection in plants.","34888888"
"161",15,NA,"Ismayil","Asigul","A",2,"A viral protein disrupts vacuolar acidification to facilitate virus infection in plants.","34888888"
"162",15,NA,"Jiang","Zhihao","Z",3,"A viral protein disrupts vacuolar acidification to facilitate virus infection in plants.","34888888"
"163",15,NA,"Wang","Yan","Y",4,"A viral protein disrupts vacuolar acidification to facilitate virus infection in plants.","34888888"
"164",15,NA,"Zheng","Xiyin","X",5,"A viral protein disrupts vacuolar acidification to facilitate virus infection in plants.","34888888"
"165",15,NA,"Yan","Liming","L",6,"A viral protein disrupts vacuolar acidification to facilitate virus infection in plants.","34888888"
"166",15,NA,"Hong","Yiguo","Y",7,"A viral protein disrupts vacuolar acidification to facilitate virus infection in plants.","34888888"
"167",15,NA,"Li","Dawei","D",8,"A viral protein disrupts vacuolar acidification to facilitate virus infection in plants.","34888888"
"168",15,NA,"Liu","Yule","Y",9,"A viral protein disrupts vacuolar acidification to facilitate virus infection in plants.","34888888"
"169",16,NA,"Tzipilevich","Elhanan","E",1,"Bacteria elicit a phage tolerance response subsequent to infection of their neighbors.","34878184"
"170",16,NA,"Pollak-Fiyaksel","Osher","O",2,"Bacteria elicit a phage tolerance response subsequent to infection of their neighbors.","34878184"
"171",16,NA,"Shraiteh","Bushra","B",3,"Bacteria elicit a phage tolerance response subsequent to infection of their neighbors.","34878184"
"172",16,NA,"Ben-Yehuda","Sigal","S",4,"Bacteria elicit a phage tolerance response subsequent to infection of their neighbors.","34878184"
"173",17,NA,"Renne","Mike F","MF",1,"Molecular species selectivity of lipid transport creates a mitochondrial sink for di-unsaturated phospholipids.","34873731"
"174",17,NA,"Bao","Xue","X",2,"Molecular species selectivity of lipid transport creates a mitochondrial sink for di-unsaturated phospholipids.","34873731"
"175",17,NA,"Hokken","Margriet Wj","MW",3,"Molecular species selectivity of lipid transport creates a mitochondrial sink for di-unsaturated phospholipids.","34873731"
"176",17,NA,"Bierhuizen","Adolf S","AS",4,"Molecular species selectivity of lipid transport creates a mitochondrial sink for di-unsaturated phospholipids.","34873731"
"177",17,NA,"Hermansson","Martin","M",5,"Molecular species selectivity of lipid transport creates a mitochondrial sink for di-unsaturated phospholipids.","34873731"
"178",17,NA,"Sprenger","Richard R","RR",6,"Molecular species selectivity of lipid transport creates a mitochondrial sink for di-unsaturated phospholipids.","34873731"
"179",17,NA,"Ewing","Tom A","TA",7,"Molecular species selectivity of lipid transport creates a mitochondrial sink for di-unsaturated phospholipids.","34873731"
"180",17,NA,"Ma","Xiao","X",8,"Molecular species selectivity of lipid transport creates a mitochondrial sink for di-unsaturated phospholipids.","34873731"
"181",17,NA,"Cox","Ruud C","RC",9,"Molecular species selectivity of lipid transport creates a mitochondrial sink for di-unsaturated phospholipids.","34873731"
"182",17,NA,"Brouwers","Jos F","JF",10,"Molecular species selectivity of lipid transport creates a mitochondrial sink for di-unsaturated phospholipids.","34873731"
"183",17,NA,"De Smet","Cedric H","CH",11,"Molecular species selectivity of lipid transport creates a mitochondrial sink for di-unsaturated phospholipids.","34873731"
"184",17,NA,"Ejsing","Christer S","CS",12,"Molecular species selectivity of lipid transport creates a mitochondrial sink for di-unsaturated phospholipids.","34873731"
"185",17,NA,"de Kroon","Anton Ipm","AI",13,"Molecular species selectivity of lipid transport creates a mitochondrial sink for di-unsaturated phospholipids.","34873731"
"186",18,NA,"Li","Hao","H",1,"A dual role of human tRNA methyltransferase hTrmt13 in regulating translation and transcription.","34850409"
"187",18,NA,"Dong","Han","H",2,"A dual role of human tRNA methyltransferase hTrmt13 in regulating translation and transcription.","34850409"
"188",18,NA,"Xu","Beisi","B",3,"A dual role of human tRNA methyltransferase hTrmt13 in regulating translation and transcription.","34850409"
"189",18,NA,"Xiong","Qing-Ping","QP",4,"A dual role of human tRNA methyltransferase hTrmt13 in regulating translation and transcription.","34850409"
"190",18,NA,"Li","Cai-Tao","CT",5,"A dual role of human tRNA methyltransferase hTrmt13 in regulating translation and transcription.","34850409"
"191",18,NA,"Yang","Wen-Qing","WQ",6,"A dual role of human tRNA methyltransferase hTrmt13 in regulating translation and transcription.","34850409"
"192",18,NA,"Li","Jing","J",7,"A dual role of human tRNA methyltransferase hTrmt13 in regulating translation and transcription.","34850409"
"193",18,NA,"Huang","Zhi-Xuan","ZX",8,"A dual role of human tRNA methyltransferase hTrmt13 in regulating translation and transcription.","34850409"
"194",18,NA,"Zeng","Qi-Yu","QY",9,"A dual role of human tRNA methyltransferase hTrmt13 in regulating translation and transcription.","34850409"
"195",18,NA,"Wang","En-Duo","ED",10,"A dual role of human tRNA methyltransferase hTrmt13 in regulating translation and transcription.","34850409"
