"","index","CollectiveName","LastName","ForeName","Initials","order","Title","PMID"
"20",1,NA,"Zhao","Huanhuan","H",20,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378"
"21",1,NA,"Liu","Zhanmin","Z",21,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378"
"22",1,NA,"Zhang","Xuemei","X",22,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378"
"23",1,NA,"Liu","Tao","T",23,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378"
"24",1,NA,"Pei","Surui","S",24,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378"
"25",1,NA,"Li","Zhimin","Z",25,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378"
"26",1,NA,"Hu","Yao","Y",26,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378"
"27",1,NA,"Yang","Yehui","Y",27,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378"
"28",1,NA,"Li","Wenzhao","W",28,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378"
"29",1,NA,"Zan","Yanjun","Y",29,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378"
"30",1,NA,"Zhou","Linghua","L",30,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378"
"31",1,NA,"Lin","Jinxing","J",31,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378"
"32",1,NA,"Yuan","Tongqi","T",32,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378"
"33",1,NA,"Li","Wei","W",33,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378"
"34",1,NA,"Li","Yue","Y",34,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378"
"35",1,NA,"Wei","Hairong","H",35,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378"
"36",1,NA,"Wu","Harry X","HX",36,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378"
"37",2,NA,"Wang","Camille S","CS",1,"BDNF signaling in context: From synaptic regulation to psychiatric disorders.","34963057"
"38",2,NA,"Kavalali","Ege T","ET",2,"BDNF signaling in context: From synaptic regulation to psychiatric disorders.","34963057"
"39",2,NA,"Monteggia","Lisa M","LM",3,"BDNF signaling in context: From synaptic regulation to psychiatric disorders.","34963057"
"40",3,NA,"Combes","Alexis J","AJ",1,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"41",3,NA,"Samad","Bushra","B",2,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"42",3,NA,"Tsui","Jessica","J",3,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"43",3,NA,"Chew","Nayvin W","NW",4,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"44",3,NA,"Yan","Peter","P",5,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"45",3,NA,"Reeder","Gabriella C","GC",6,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"46",3,NA,"Kushnoor","Divyashree","D",7,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"47",3,NA,"Shen","Alan","A",8,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"48",3,NA,"Davidson","Brittany","B",9,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"49",3,NA,"Barczak","Andrea J","AJ",10,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"50",3,NA,"Adkisson","Michael","M",11,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"51",3,NA,"Edwards","Austin","A",12,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"52",3,NA,"Naser","Mohammad","M",13,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"53",3,NA,"Barry","Kevin C","KC",14,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"54",3,NA,"Courau","Tristan","T",15,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"55",3,NA,"Hammoudi","Taymour","T",16,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"56",3,NA,"Argüello","Rafael J","RJ",17,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"57",3,NA,"Rao","Arjun Arkal","AA",18,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"58",3,NA,"Olshen","Adam B","AB",19,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"59",3,"Immunoprofiler Consortium",NA,NA,NA,20,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"60",3,NA,"Cai","Cathy","C",21,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"61",3,NA,"Zhan","Jenny","J",22,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"62",3,NA,"Davis","Katelyn C","KC",23,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"63",3,NA,"Kelley","Robin K","RK",24,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"64",3,NA,"Chapman","Jocelyn S","JS",25,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"65",3,NA,"Atreya","Chloe E","CE",26,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"66",3,NA,"Patel","Amar","A",27,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"67",3,NA,"Daud","Adil I","AI",28,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"68",3,NA,"Ha","Patrick","P",29,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"69",3,NA,"Diaz","Aaron A","AA",30,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"70",3,NA,"Kratz","Johannes R","JR",31,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"71",3,NA,"Collisson","Eric A","EA",32,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"72",3,NA,"Fragiadakis","Gabriela K","GK",33,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"73",3,NA,"Erle","David J","DJ",34,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"74",3,NA,"Boissonnas","Alexandre","A",35,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"75",3,NA,"Asthana","Saurabh","S",36,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"76",3,NA,"Chan","Vincent","V",37,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"77",3,NA,"Krummel","Matthew F","MF",38,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056"
"78",4,NA,"Marzio","Antonio","A",1,"EMSY inhibits homologous recombination repair and the interferon response, promoting lung cancer immune evasion.","34963055"
"79",4,NA,"Kurz","Emma","E",2,"EMSY inhibits homologous recombination repair and the interferon response, promoting lung cancer immune evasion.","34963055"
"80",4,NA,"Sahni","Jennifer M","JM",3,"EMSY inhibits homologous recombination repair and the interferon response, promoting lung cancer immune evasion.","34963055"
"81",4,NA,"Di Feo","Giuseppe","G",4,"EMSY inhibits homologous recombination repair and the interferon response, promoting lung cancer immune evasion.","34963055"
"82",4,NA,"Puccini","Joseph","J",5,"EMSY inhibits homologous recombination repair and the interferon response, promoting lung cancer immune evasion.","34963055"
"83",4,NA,"Jiang","Shaowen","S",6,"EMSY inhibits homologous recombination repair and the interferon response, promoting lung cancer immune evasion.","34963055"
"84",4,NA,"Hirsch","Carolina Alcantara","CA",7,"EMSY inhibits homologous recombination repair and the interferon response, promoting lung cancer immune evasion.","34963055"
"85",4,NA,"Arbini","Arnaldo A","AA",8,"EMSY inhibits homologous recombination repair and the interferon response, promoting lung cancer immune evasion.","34963055"
"86",4,NA,"Wu","Warren L","WL",9,"EMSY inhibits homologous recombination repair and the interferon response, promoting lung cancer immune evasion.","34963055"
"87",4,NA,"Pass","Harvey I","HI",10,"EMSY inhibits homologous recombination repair and the interferon response, promoting lung cancer immune evasion.","34963055"
"88",4,NA,"Bar-Sagi","Dafna","D",11,"EMSY inhibits homologous recombination repair and the interferon response, promoting lung cancer immune evasion.","34963055"
"89",4,NA,"Papagiannakopoulos","Thales","T",12,"EMSY inhibits homologous recombination repair and the interferon response, promoting lung cancer immune evasion.","34963055"
"90",4,NA,"Pagano","Michele","M",13,"EMSY inhibits homologous recombination repair and the interferon response, promoting lung cancer immune evasion.","34963055"
"91",5,NA,"Zuo","Tao","T",1,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100"
"92",5,NA,"Wang","Lizhong","L",2,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100"
"93",5,NA,"Morrison","Carl","C",3,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100"
"94",5,NA,"Chang","Xing","X",4,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100"
"95",5,NA,"Zhang","Huiming","H",5,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100"
"96",5,NA,"Li","Weiquan","W",6,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100"
"97",5,NA,"Liu","Yan","Y",7,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100"
"98",5,NA,"Wang","Yin","Y",8,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100"
"99",5,NA,"Liu","Xingluo","X",9,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100"
"100",5,NA,"Chan","Michael W Y","MWY",10,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100"
"101",5,NA,"Liu","Jin-Qing","JQ",11,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100"
"102",5,NA,"Love","Richard","R",12,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100"
"103",5,NA,"Liu","Chang-Gong","CG",13,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100"
"104",5,NA,"Godfrey","Virginia","V",14,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100"
"105",5,NA,"Shen","Rulong","R",15,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100"
"106",5,NA,"Huang","Tim H-M","TH",16,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100"
"107",5,NA,"Yang","Tianyu","T",17,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100"
"108",5,NA,"Park","Bae Keun","BK",18,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100"
"109",5,NA,"Wang","Cun-Yu","CY",19,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100"
"110",5,NA,"Zheng","Pan","P",20,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100"
"111",5,NA,"Liu","Yang","Y",21,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.","34942100"
"112",6,NA,"Munjal","Akankshi","A",1,"Extracellular hyaluronate pressure shaped by cellular tethers drives tissue morphogenesis.","34942099"
"113",6,NA,"Hannezo","Edouard","E",2,"Extracellular hyaluronate pressure shaped by cellular tethers drives tissue morphogenesis.","34942099"
"114",6,NA,"Tsai","Tony Y-C","TY",3,"Extracellular hyaluronate pressure shaped by cellular tethers drives tissue morphogenesis.","34942099"
"115",6,NA,"Mitchison","Timothy J","TJ",4,"Extracellular hyaluronate pressure shaped by cellular tethers drives tissue morphogenesis.","34942099"
"116",6,NA,"Megason","Sean G","SG",5,"Extracellular hyaluronate pressure shaped by cellular tethers drives tissue morphogenesis.","34942099"
"117",7,NA,"Méndez-Lucas","Andrés","A",1,"Dinner is served, sir: Fighting cancer with the right diet.","34942098"
"118",7,NA,"Yuneva","Mariia","M",2,"Dinner is served, sir: Fighting cancer with the right diet.","34942098"
"119",8,NA,"Schroder","Kate","K",1,"Caging NLRP3 tames inflammasome activity.","34942097"
"120",8,NA,"Coll","Rebecca C","RC",2,"Caging NLRP3 tames inflammasome activity.","34942097"
"121",9,NA,"Grubaugh","Nathan D","ND",1,"Of variants and vaccines.","34942096"
"122",9,NA,"Cobey","Sarah","S",2,"Of variants and vaccines.","34942096"
"123",10,NA,"Termini","Christina M","CM",1,"Using virtual interviewing to create a more accessible hybrid academic job market.","34942095"
"124",10,NA,"Rutaganira","Florentine U N","FUN",2,"Using virtual interviewing to create a more accessible hybrid academic job market.","34942095"
"125",10,NA,"Palavicino-Maggio","Caroline B","CB",3,"Using virtual interviewing to create a more accessible hybrid academic job market.","34942095"
"126",10,NA,"Spriggs","Chelsey C","CC",4,"Using virtual interviewing to create a more accessible hybrid academic job market.","34942095"
"127",10,NA,"Evans","Chantell S","CS",5,"Using virtual interviewing to create a more accessible hybrid academic job market.","34942095"
"128",10,NA,"McReynolds","Melanie R","MR",6,"Using virtual interviewing to create a more accessible hybrid academic job market.","34942095"
"129",11,NA,"Gracheva","Elena O","EO",1,"Sensational channels.","34942094"
"130",11,NA,"Bagriantsev","Sviatoslav N","SN",2,"Sensational channels.","34942094"
"131",12,NA,"Gagne","Matthew","M",1,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"132",12,NA,"Corbett","Kizzmekia S","KS",2,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"133",12,NA,"Flynn","Barbara J","BJ",3,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"134",12,NA,"Foulds","Kathryn E","KE",4,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"135",12,NA,"Wagner","Danielle A","DA",5,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"136",12,NA,"Andrew","Shayne F","SF",6,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"137",12,NA,"Todd","John-Paul M","JM",7,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"138",12,NA,"Honeycutt","Christopher Cole","CC",8,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"139",12,NA,"McCormick","Lauren","L",9,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"140",12,NA,"Nurmukhambetova","Saule T","ST",10,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"141",12,NA,"Davis-Gardner","Meredith E","ME",11,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"142",12,NA,"Pessaint","Laurent","L",12,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"143",12,NA,"Bock","Kevin W","KW",13,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"144",12,NA,"Nagata","Bianca M","BM",14,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"145",12,NA,"Minai","Mahnaz","M",15,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"146",12,NA,"Werner","Anne P","AP",16,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"147",12,NA,"Moliva","Juan I","JI",17,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"148",12,NA,"Tucker","Courtney","C",18,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"149",12,NA,"Lorang","Cynthia G","CG",19,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"150",12,NA,"Zhao","Bingchun","B",20,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"151",12,NA,"McCarthy","Elizabeth","E",21,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"152",12,NA,"Cook","Anthony","A",22,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"153",12,NA,"Dodson","Alan","A",23,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"154",12,NA,"Teng","I-Ting","IT",24,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"155",12,NA,"Mudvari","Prakriti","P",25,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"156",12,NA,"Roberts-Torres","Jesmine","J",26,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"157",12,NA,"Laboune","Farida","F",27,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"158",12,NA,"Wang","Lingshu","L",28,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"159",12,NA,"Goode","Adrienne","A",29,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"160",12,NA,"Kar","Swagata","S",30,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"161",12,NA,"Boyoglu-Barnum","Seyhan","S",31,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"162",12,NA,"Yang","Eun Sung","ES",32,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"163",12,NA,"Shi","Wei","W",33,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"164",12,NA,"Ploquin","Aurélie","A",34,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"165",12,NA,"Doria-Rose","Nicole","N",35,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"166",12,NA,"Carfi","Andrea","A",36,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"167",12,NA,"Mascola","John R","JR",37,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"168",12,NA,"Boritz","Eli A","EA",38,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"169",12,NA,"Edwards","Darin K","DK",39,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"170",12,NA,"Andersen","Hanne","H",40,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"171",12,NA,"Lewis","Mark G","MG",41,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"172",12,NA,"Suthar","Mehul S","MS",42,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"173",12,NA,"Graham","Barney S","BS",43,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"174",12,NA,"Roederer","Mario","M",44,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"175",12,NA,"Moore","Ian N","IN",45,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"176",12,NA,"Nason","Martha C","MC",46,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"177",12,NA,"Sullivan","Nancy J","NJ",47,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"178",12,NA,"Douek","Daniel C","DC",48,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"179",12,NA,"Seder","Robert A","RA",49,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774"
"180",13,NA,"Xue","Jing","J",1,"Efficient treatment and pre-exposure prophylaxis in rhesus macaques by an HIV fusion-inhibitory lipopeptide.","34919814"
"181",13,NA,"Chong","Huihui","H",2,"Efficient treatment and pre-exposure prophylaxis in rhesus macaques by an HIV fusion-inhibitory lipopeptide.","34919814"
"182",13,NA,"Zhu","Yuanmei","Y",3,"Efficient treatment and pre-exposure prophylaxis in rhesus macaques by an HIV fusion-inhibitory lipopeptide.","34919814"
"183",13,NA,"Zhang","Jingjing","J",4,"Efficient treatment and pre-exposure prophylaxis in rhesus macaques by an HIV fusion-inhibitory lipopeptide.","34919814"
"184",13,NA,"Tong","Ling","L",5,"Efficient treatment and pre-exposure prophylaxis in rhesus macaques by an HIV fusion-inhibitory lipopeptide.","34919814"
"185",13,NA,"Lu","Jiahan","J",6,"Efficient treatment and pre-exposure prophylaxis in rhesus macaques by an HIV fusion-inhibitory lipopeptide.","34919814"
"186",13,NA,"Chen","Ting","T",7,"Efficient treatment and pre-exposure prophylaxis in rhesus macaques by an HIV fusion-inhibitory lipopeptide.","34919814"
"187",13,NA,"Cong","Zhe","Z",8,"Efficient treatment and pre-exposure prophylaxis in rhesus macaques by an HIV fusion-inhibitory lipopeptide.","34919814"
"188",13,NA,"Wei","Qiang","Q",9,"Efficient treatment and pre-exposure prophylaxis in rhesus macaques by an HIV fusion-inhibitory lipopeptide.","34919814"
"189",13,NA,"He","Yuxian","Y",10,"Efficient treatment and pre-exposure prophylaxis in rhesus macaques by an HIV fusion-inhibitory lipopeptide.","34919814"
"190",14,NA,"Wendisch","Daniel","D",1,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.","34914922"
"191",14,NA,"Dietrich","Oliver","O",2,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.","34914922"
"192",14,NA,"Mari","Tommaso","T",3,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.","34914922"
"193",14,NA,"von Stillfried","Saskia","S",4,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.","34914922"
"194",14,NA,"Ibarra","Ignacio L","IL",5,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.","34914922"
"195",14,NA,"Mittermaier","Mirja","M",6,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.","34914922"
"196",14,NA,"Mache","Christin","C",7,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.","34914922"
"197",14,NA,"Chua","Robert Lorenz","RL",8,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.","34914922"
"198",14,NA,"Knoll","Rainer","R",9,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.","34914922"
