"","index","CollectiveName","LastName","ForeName","Initials","order","Title","PMID"
"25",3,NA,"Magnus","Tim","T",9,"Hyperosmolar blood-brain barrier opening using intra-arterial injection of hyperosmotic mannitol in mice under real-time MRI guidance.","34903870"
"26",3,NA,"Pearl","Monica","M",10,"Hyperosmolar blood-brain barrier opening using intra-arterial injection of hyperosmotic mannitol in mice under real-time MRI guidance.","34903870"
"27",3,NA,"Janowski","Miroslaw","M",11,"Hyperosmolar blood-brain barrier opening using intra-arterial injection of hyperosmotic mannitol in mice under real-time MRI guidance.","34903870"
"28",3,NA,"Walczak","Piotr","P",12,"Hyperosmolar blood-brain barrier opening using intra-arterial injection of hyperosmotic mannitol in mice under real-time MRI guidance.","34903870"
"29",4,NA,"Pannu","Jaspreet","J",1,"Protocols and risks: when less is more.","34873329"
"30",4,NA,"Sandbrink","Jonas B","JB",2,"Protocols and risks: when less is more.","34873329"
"31",4,NA,"Watson","Matthew","M",3,"Protocols and risks: when less is more.","34873329"
"32",4,NA,"Palmer","Megan J","MJ",4,"Protocols and risks: when less is more.","34873329"
"33",4,NA,"Relman","David A","DA",5,"Protocols and risks: when less is more.","34873329"
"34",5,NA,"Rantos","Vasileios","V",1,"Integrative structural modeling of macromolecular complexes using Assembline.","34845384"
"35",5,NA,"Karius","Kai","K",2,"Integrative structural modeling of macromolecular complexes using Assembline.","34845384"
"36",5,NA,"Kosinski","Jan","J",3,"Integrative structural modeling of macromolecular complexes using Assembline.","34845384"
"37",6,NA,"Xuan","Yi","Y",1,"Fabrication and use of silicon hollow-needle arrays to achieve tissue nanotransfection in mouse tissue in vivo.","34837085"
"38",6,NA,"Ghatak","Subhadip","S",2,"Fabrication and use of silicon hollow-needle arrays to achieve tissue nanotransfection in mouse tissue in vivo.","34837085"
"39",6,NA,"Clark","Andrew","A",3,"Fabrication and use of silicon hollow-needle arrays to achieve tissue nanotransfection in mouse tissue in vivo.","34837085"
"40",6,NA,"Li","Zhigang","Z",4,"Fabrication and use of silicon hollow-needle arrays to achieve tissue nanotransfection in mouse tissue in vivo.","34837085"
"41",6,NA,"Khanna","Savita","S",5,"Fabrication and use of silicon hollow-needle arrays to achieve tissue nanotransfection in mouse tissue in vivo.","34837085"
"42",6,NA,"Pak","Dongmin","D",6,"Fabrication and use of silicon hollow-needle arrays to achieve tissue nanotransfection in mouse tissue in vivo.","34837085"
"43",6,NA,"Agarwal","Mangilal","M",7,"Fabrication and use of silicon hollow-needle arrays to achieve tissue nanotransfection in mouse tissue in vivo.","34837085"
"44",6,NA,"Roy","Sashwati","S",8,"Fabrication and use of silicon hollow-needle arrays to achieve tissue nanotransfection in mouse tissue in vivo.","34837085"
"45",6,NA,"Duda","Peter","P",9,"Fabrication and use of silicon hollow-needle arrays to achieve tissue nanotransfection in mouse tissue in vivo.","34837085"
"46",6,NA,"Sen","Chandan K","CK",10,"Fabrication and use of silicon hollow-needle arrays to achieve tissue nanotransfection in mouse tissue in vivo.","34837085"
"47",7,NA,"Huang","Tony P","TP",1,"Publisher Correction: Precision genome editing using cytosine and adenine base editors in mammalian cells.","34789924"
"48",7,NA,"Newby","Gregory A","GA",2,"Publisher Correction: Precision genome editing using cytosine and adenine base editors in mammalian cells.","34789924"
"49",7,NA,"Liu","David R","DR",3,"Publisher Correction: Precision genome editing using cytosine and adenine base editors in mammalian cells.","34789924"
"50",8,NA,"Kleinendorst","Rozemarijn W D","RWD",1,"Genome-wide quantification of transcription factor binding at single-DNA-molecule resolution using methyl-transferase footprinting.","34773120"
"51",8,NA,"Barzaghi","Guido","G",2,"Genome-wide quantification of transcription factor binding at single-DNA-molecule resolution using methyl-transferase footprinting.","34773120"
"52",8,NA,"Smith","Mike L","ML",3,"Genome-wide quantification of transcription factor binding at single-DNA-molecule resolution using methyl-transferase footprinting.","34773120"
"53",8,NA,"Zaugg","Judith B","JB",4,"Genome-wide quantification of transcription factor binding at single-DNA-molecule resolution using methyl-transferase footprinting.","34773120"
"54",8,NA,"Krebs","Arnaud R","AR",5,"Genome-wide quantification of transcription factor binding at single-DNA-molecule resolution using methyl-transferase footprinting.","34773120"
"55",9,NA,"Malinin","Nikolay L","NL",1,"Defining genome-wide CRISPR-Cas genome-editing nuclease activity with GUIDE-seq.","34773119"
"56",9,NA,"Lee","GaHyun","G",2,"Defining genome-wide CRISPR-Cas genome-editing nuclease activity with GUIDE-seq.","34773119"
"57",9,NA,"Lazzarotto","Cicera R","CR",3,"Defining genome-wide CRISPR-Cas genome-editing nuclease activity with GUIDE-seq.","34773119"
"58",9,NA,"Li","Yichao","Y",4,"Defining genome-wide CRISPR-Cas genome-editing nuclease activity with GUIDE-seq.","34773119"
"59",9,NA,"Zheng","Zongli","Z",5,"Defining genome-wide CRISPR-Cas genome-editing nuclease activity with GUIDE-seq.","34773119"
"60",9,NA,"Nguyen","Nhu T","NT",6,"Defining genome-wide CRISPR-Cas genome-editing nuclease activity with GUIDE-seq.","34773119"
"61",9,NA,"Liebers","Matthew","M",7,"Defining genome-wide CRISPR-Cas genome-editing nuclease activity with GUIDE-seq.","34773119"
"62",9,NA,"Topkar","Ved V","VV",8,"Defining genome-wide CRISPR-Cas genome-editing nuclease activity with GUIDE-seq.","34773119"
"63",9,NA,"Iafrate","A John","AJ",9,"Defining genome-wide CRISPR-Cas genome-editing nuclease activity with GUIDE-seq.","34773119"
"64",9,NA,"Le","Long P","LP",10,"Defining genome-wide CRISPR-Cas genome-editing nuclease activity with GUIDE-seq.","34773119"
"65",9,NA,"Aryee","Martin J","MJ",11,"Defining genome-wide CRISPR-Cas genome-editing nuclease activity with GUIDE-seq.","34773119"
"66",9,NA,"Joung","J Keith","JK",12,"Defining genome-wide CRISPR-Cas genome-editing nuclease activity with GUIDE-seq.","34773119"
"67",9,NA,"Tsai","Shengdar Q","SQ",13,"Defining genome-wide CRISPR-Cas genome-editing nuclease activity with GUIDE-seq.","34773119"
"68",10,NA,"Vicini","Anna Chiara","AC",1,"Multigram synthesis of N-alkyl bis-ureas for asymmetric hydrogen bonding phase-transfer catalysis.","34759385"
"69",10,NA,"Pupo","Gabriele","G",2,"Multigram synthesis of N-alkyl bis-ureas for asymmetric hydrogen bonding phase-transfer catalysis.","34759385"
"70",10,NA,"Ibba","Francesco","F",3,"Multigram synthesis of N-alkyl bis-ureas for asymmetric hydrogen bonding phase-transfer catalysis.","34759385"
"71",10,NA,"Gouverneur","Véronique","V",4,"Multigram synthesis of N-alkyl bis-ureas for asymmetric hydrogen bonding phase-transfer catalysis.","34759385"
"72",11,NA,"Du","Zongyang","Z",1,"The trRosetta server for fast and accurate protein structure prediction.","34759384"
"73",11,NA,"Su","Hong","H",2,"The trRosetta server for fast and accurate protein structure prediction.","34759384"
"74",11,NA,"Wang","Wenkai","W",3,"The trRosetta server for fast and accurate protein structure prediction.","34759384"
"75",11,NA,"Ye","Lisha","L",4,"The trRosetta server for fast and accurate protein structure prediction.","34759384"
"76",11,NA,"Wei","Hong","H",5,"The trRosetta server for fast and accurate protein structure prediction.","34759384"
"77",11,NA,"Peng","Zhenling","Z",6,"The trRosetta server for fast and accurate protein structure prediction.","34759384"
"78",11,NA,"Anishchenko","Ivan","I",7,"The trRosetta server for fast and accurate protein structure prediction.","34759384"
"79",11,NA,"Baker","David","D",8,"The trRosetta server for fast and accurate protein structure prediction.","34759384"
"80",11,NA,"Yang","Jianyi","J",9,"The trRosetta server for fast and accurate protein structure prediction.","34759384"
"81",12,NA,"Drakhlis","Lika","L",1,"Generation of heart-forming organoids from human pluripotent stem cells.","34759383"
"82",12,NA,"Devadas","Santoshi Biswanath","SB",2,"Generation of heart-forming organoids from human pluripotent stem cells.","34759383"
"83",12,NA,"Zweigerdt","Robert","R",3,"Generation of heart-forming organoids from human pluripotent stem cells.","34759383"
"84",13,NA,"Unger","Melissa S","MS",1,"Label-free cell assays to determine compound uptake or drug action using MALDI-TOF mass spectrometry.","34759382"
"85",13,NA,"Blank","Martina","M",2,"Label-free cell assays to determine compound uptake or drug action using MALDI-TOF mass spectrometry.","34759382"
"86",13,NA,"Enzlein","Thomas","T",3,"Label-free cell assays to determine compound uptake or drug action using MALDI-TOF mass spectrometry.","34759382"
"87",13,NA,"Hopf","Carsten","C",4,"Label-free cell assays to determine compound uptake or drug action using MALDI-TOF mass spectrometry.","34759382"
"88",14,NA,"Reichelt","Amy C","AC",1,"The spontaneous location recognition task for assessing spatial pattern separation and memory across a delay in rats and mice.","34741153"
"89",14,NA,"Kramar","Cecilia P","CP",2,"The spontaneous location recognition task for assessing spatial pattern separation and memory across a delay in rats and mice.","34741153"
"90",14,NA,"Ghosh-Swaby","Olivia R","OR",3,"The spontaneous location recognition task for assessing spatial pattern separation and memory across a delay in rats and mice.","34741153"
"91",14,NA,"Sheppard","Paul A S","PAS",4,"The spontaneous location recognition task for assessing spatial pattern separation and memory across a delay in rats and mice.","34741153"
"92",14,NA,"Kent","Brianne A","BA",5,"The spontaneous location recognition task for assessing spatial pattern separation and memory across a delay in rats and mice.","34741153"
"93",14,NA,"Bekinschtein","Pedro","P",6,"The spontaneous location recognition task for assessing spatial pattern separation and memory across a delay in rats and mice.","34741153"
"94",14,NA,"Saksida","Lisa M","LM",7,"The spontaneous location recognition task for assessing spatial pattern separation and memory across a delay in rats and mice.","34741153"
"95",14,NA,"Bussey","Timothy J","TJ",8,"The spontaneous location recognition task for assessing spatial pattern separation and memory across a delay in rats and mice.","34741153"
"96",15,NA,"Guo","Shuxia","S",1,"Chemometric analysis in Raman spectroscopy from experimental design to machine learning-based modeling.","34741152"
"97",15,NA,"Popp","Jürgen","J",2,"Chemometric analysis in Raman spectroscopy from experimental design to machine learning-based modeling.","34741152"
"98",15,NA,"Bocklitz","Thomas","T",3,"Chemometric analysis in Raman spectroscopy from experimental design to machine learning-based modeling.","34741152"
"99",16,NA,"Kim","Soon Hee","SH",1,"3D bioprinted silk fibroin hydrogels for tissue engineering.","34716451"
"100",16,NA,"Hong","Heesun","H",2,"3D bioprinted silk fibroin hydrogels for tissue engineering.","34716451"
"101",16,NA,"Ajiteru","Olatunji","O",3,"3D bioprinted silk fibroin hydrogels for tissue engineering.","34716451"
"102",16,NA,"Sultan","Md Tipu","MT",4,"3D bioprinted silk fibroin hydrogels for tissue engineering.","34716451"
"103",16,NA,"Lee","Young Jin","YJ",5,"3D bioprinted silk fibroin hydrogels for tissue engineering.","34716451"
"104",16,NA,"Lee","Ji Seung","JS",6,"3D bioprinted silk fibroin hydrogels for tissue engineering.","34716451"
"105",16,NA,"Lee","Ok Joo","OJ",7,"3D bioprinted silk fibroin hydrogels for tissue engineering.","34716451"
"106",16,NA,"Lee","Hanna","H",8,"3D bioprinted silk fibroin hydrogels for tissue engineering.","34716451"
"107",16,NA,"Park","Hae Sang","HS",9,"3D bioprinted silk fibroin hydrogels for tissue engineering.","34716451"
"108",16,NA,"Choi","Kyu Young","KY",10,"3D bioprinted silk fibroin hydrogels for tissue engineering.","34716451"
"109",16,NA,"Lee","Joong Seob","JS",11,"3D bioprinted silk fibroin hydrogels for tissue engineering.","34716451"
"110",16,NA,"Ju","Hyung Woo","HW",12,"3D bioprinted silk fibroin hydrogels for tissue engineering.","34716451"
"111",16,NA,"Hong","In-Sun","IS",13,"3D bioprinted silk fibroin hydrogels for tissue engineering.","34716451"
"112",16,NA,"Park","Chan Hum","CH",14,"3D bioprinted silk fibroin hydrogels for tissue engineering.","34716451"
"113",17,NA,"Yao","Chi","C",1,"Rolling circle amplification (RCA)-based DNA hydrogel.","34716450"
"114",17,NA,"Zhang","Rui","R",2,"Rolling circle amplification (RCA)-based DNA hydrogel.","34716450"
"115",17,NA,"Tang","Jianpu","J",3,"Rolling circle amplification (RCA)-based DNA hydrogel.","34716450"
"116",17,NA,"Yang","Dayong","D",4,"Rolling circle amplification (RCA)-based DNA hydrogel.","34716450"
"117",18,NA,"Haddad","Tariq Sami","TS",1,"Tutorial: methods for three-dimensional visualization of archival tissue material.","34716449"
"118",18,NA,"Friedl","Peter","P",2,"Tutorial: methods for three-dimensional visualization of archival tissue material.","34716449"
"119",18,NA,"Farahani","Navid","N",3,"Tutorial: methods for three-dimensional visualization of archival tissue material.","34716449"
"120",18,NA,"Treanor","Darren","D",4,"Tutorial: methods for three-dimensional visualization of archival tissue material.","34716449"
"121",18,NA,"Zlobec","Inti","I",5,"Tutorial: methods for three-dimensional visualization of archival tissue material.","34716449"
"122",18,NA,"Nagtegaal","Iris","I",6,"Tutorial: methods for three-dimensional visualization of archival tissue material.","34716449"
"123",19,NA,"Petelski","Aleksandra A","AA",1,"Multiplexed single-cell proteomics using SCoPE2.","34716448"
"124",19,NA,"Emmott","Edward","E",2,"Multiplexed single-cell proteomics using SCoPE2.","34716448"
"125",19,NA,"Leduc","Andrew","A",3,"Multiplexed single-cell proteomics using SCoPE2.","34716448"
"126",19,NA,"Huffman","R Gray","RG",4,"Multiplexed single-cell proteomics using SCoPE2.","34716448"
"127",19,NA,"Specht","Harrison","H",5,"Multiplexed single-cell proteomics using SCoPE2.","34716448"
"128",19,NA,"Perlman","David H","DH",6,"Multiplexed single-cell proteomics using SCoPE2.","34716448"
"129",19,NA,"Slavov","Nikolai","N",7,"Multiplexed single-cell proteomics using SCoPE2.","34716448"
"130",20,NA,"Kallemeijn","Wouter W","WW",1,"Proteome-wide analysis of protein lipidation using chemical probes: in-gel fluorescence visualization, identification and quantification of N-myristoylation, N- and S-acylation, O-cholesterylation, S-farnesylation and S-geranylgeranylation.","34707257"
"131",20,NA,"Lanyon-Hogg","Thomas","T",2,"Proteome-wide analysis of protein lipidation using chemical probes: in-gel fluorescence visualization, identification and quantification of N-myristoylation, N- and S-acylation, O-cholesterylation, S-farnesylation and S-geranylgeranylation.","34707257"
"132",20,NA,"Panyain","Nattawadee","N",3,"Proteome-wide analysis of protein lipidation using chemical probes: in-gel fluorescence visualization, identification and quantification of N-myristoylation, N- and S-acylation, O-cholesterylation, S-farnesylation and S-geranylgeranylation.","34707257"
"133",20,NA,"Goya Grocin","Andrea","A",4,"Proteome-wide analysis of protein lipidation using chemical probes: in-gel fluorescence visualization, identification and quantification of N-myristoylation, N- and S-acylation, O-cholesterylation, S-farnesylation and S-geranylgeranylation.","34707257"
"134",20,NA,"Ciepla","Paulina","P",5,"Proteome-wide analysis of protein lipidation using chemical probes: in-gel fluorescence visualization, identification and quantification of N-myristoylation, N- and S-acylation, O-cholesterylation, S-farnesylation and S-geranylgeranylation.","34707257"
"135",20,NA,"Morales-Sanfrutos","Julia","J",6,"Proteome-wide analysis of protein lipidation using chemical probes: in-gel fluorescence visualization, identification and quantification of N-myristoylation, N- and S-acylation, O-cholesterylation, S-farnesylation and S-geranylgeranylation.","34707257"
"136",20,NA,"Tate","Edward W","EW",7,"Proteome-wide analysis of protein lipidation using chemical probes: in-gel fluorescence visualization, identification and quantification of N-myristoylation, N- and S-acylation, O-cholesterylation, S-farnesylation and S-geranylgeranylation.","34707257"
"137",21,NA,"LaPlante","Steven R","SR",1,"Probing the free-state solution behavior of drugs and their tendencies to self-aggregate into nano-entities.","34707256"
"138",21,NA,"Roux","Valérie","V",2,"Probing the free-state solution behavior of drugs and their tendencies to self-aggregate into nano-entities.","34707256"
"139",21,NA,"Shahout","Fatma","F",3,"Probing the free-state solution behavior of drugs and their tendencies to self-aggregate into nano-entities.","34707256"
"140",21,NA,"LaPlante","Gabriela","G",4,"Probing the free-state solution behavior of drugs and their tendencies to self-aggregate into nano-entities.","34707256"
"141",21,NA,"Woo","Simon","S",5,"Probing the free-state solution behavior of drugs and their tendencies to self-aggregate into nano-entities.","34707256"
"142",21,NA,"Denk","Maria M","MM",6,"Probing the free-state solution behavior of drugs and their tendencies to self-aggregate into nano-entities.","34707256"
"143",21,NA,"Larda","Sacha T","ST",7,"Probing the free-state solution behavior of drugs and their tendencies to self-aggregate into nano-entities.","34707256"
"144",21,NA,"Ayotte","Yann","Y",8,"Probing the free-state solution behavior of drugs and their tendencies to self-aggregate into nano-entities.","34707256"
"145",22,NA,"Chatzikyriakidou","Yurie","Y",1,"The GFP thermal shift assay for screening ligand and lipid interactions to solute carrier transporters.","34707255"
"146",22,NA,"Ahn","Do-Hwan","DH",2,"The GFP thermal shift assay for screening ligand and lipid interactions to solute carrier transporters.","34707255"
"147",22,NA,"Nji","Emmanuel","E",3,"The GFP thermal shift assay for screening ligand and lipid interactions to solute carrier transporters.","34707255"
"148",22,NA,"Drew","David","D",4,"The GFP thermal shift assay for screening ligand and lipid interactions to solute carrier transporters.","34707255"
"149",23,NA,"Brix","Nikko","N",1,"Analysis of clonogenic growth in vitro.","34697469"
"150",23,NA,"Samaga","Daniel","D",2,"Analysis of clonogenic growth in vitro.","34697469"
"151",23,NA,"Belka","Claus","C",3,"Analysis of clonogenic growth in vitro.","34697469"
"152",23,NA,"Zitzelsberger","Horst","H",4,"Analysis of clonogenic growth in vitro.","34697469"
"153",23,NA,"Lauber","Kirsten","K",5,"Analysis of clonogenic growth in vitro.","34697469"
"154",24,NA,"Stévenin","Virginie","V",1,"Purification of infection-associated macropinosomes by magnetic isolation for proteomic characterization.","34697468"
"155",24,NA,"Giai Gianetto","Quentin","Q",2,"Purification of infection-associated macropinosomes by magnetic isolation for proteomic characterization.","34697468"
"156",24,NA,"Duchateau","Magalie","M",3,"Purification of infection-associated macropinosomes by magnetic isolation for proteomic characterization.","34697468"
"157",24,NA,"Matondo","Mariette","M",4,"Purification of infection-associated macropinosomes by magnetic isolation for proteomic characterization.","34697468"
"158",24,NA,"Enninga","Jost","J",5,"Purification of infection-associated macropinosomes by magnetic isolation for proteomic characterization.","34697468"
"159",24,NA,"Chang","Yuen-Yan","YY",6,"Purification of infection-associated macropinosomes by magnetic isolation for proteomic characterization.","34697468"
"160",25,NA,"Guo","Xiangpeng","X",1,"Capture of the newly transcribed RNA interactome using click chemistry.","34697467"
"161",25,NA,"Tariq","Muqddas","M",2,"Capture of the newly transcribed RNA interactome using click chemistry.","34697467"
"162",25,NA,"Lai","Yiwei","Y",3,"Capture of the newly transcribed RNA interactome using click chemistry.","34697467"
"163",25,NA,"Kanwal","Shahzina","S",4,"Capture of the newly transcribed RNA interactome using click chemistry.","34697467"
"164",25,NA,"Lv","Yuan","Y",5,"Capture of the newly transcribed RNA interactome using click chemistry.","34697467"
"165",25,NA,"Wang","Xiwei","X",6,"Capture of the newly transcribed RNA interactome using click chemistry.","34697467"
"166",25,NA,"Li","Na","N",7,"Capture of the newly transcribed RNA interactome using click chemistry.","34697467"
"167",25,NA,"Jiang","Mengling","M",8,"Capture of the newly transcribed RNA interactome using click chemistry.","34697467"
"168",25,NA,"Meng","Jin","J",9,"Capture of the newly transcribed RNA interactome using click chemistry.","34697467"
"169",25,NA,"Hu","Jieyi","J",10,"Capture of the newly transcribed RNA interactome using click chemistry.","34697467"
"170",25,NA,"Yuan","Jianwen","J",11,"Capture of the newly transcribed RNA interactome using click chemistry.","34697467"
"171",25,NA,"Luo","Zhiwei","Z",12,"Capture of the newly transcribed RNA interactome using click chemistry.","34697467"
"172",25,NA,"Ward","Carl","C",13,"Capture of the newly transcribed RNA interactome using click chemistry.","34697467"
"173",25,NA,"Volpe","Giacomo","G",14,"Capture of the newly transcribed RNA interactome using click chemistry.","34697467"
"174",25,NA,"Wang","Dongye","D",15,"Capture of the newly transcribed RNA interactome using click chemistry.","34697467"
"175",25,NA,"Yin","Menghui","M",16,"Capture of the newly transcribed RNA interactome using click chemistry.","34697467"
"176",25,NA,"Qin","Baoming","B",17,"Capture of the newly transcribed RNA interactome using click chemistry.","34697467"
"177",25,NA,"Zhang","Biliang","B",18,"Capture of the newly transcribed RNA interactome using click chemistry.","34697467"
"178",25,NA,"Bao","Xichen","X",19,"Capture of the newly transcribed RNA interactome using click chemistry.","34697467"
"179",25,NA,"Esteban","Miguel A","MA",20,"Capture of the newly transcribed RNA interactome using click chemistry.","34697467"
"180",26,NA,"Mota","Filipa","F",1,"Kit-based synthesis of 2-deoxy-2-[18F]-fluoro-D-sorbitol for bacterial imaging.","34686858"
"181",26,NA,"De Jesus","Patricia","P",2,"Kit-based synthesis of 2-deoxy-2-[18F]-fluoro-D-sorbitol for bacterial imaging.","34686858"
"182",26,NA,"Jain","Sanjay K","SK",3,"Kit-based synthesis of 2-deoxy-2-[18F]-fluoro-D-sorbitol for bacterial imaging.","34686858"
"183",27,NA,"Calì","Tito","T",1,"Quantification of organelle contact sites by split-GFP-based contact site sensors (SPLICS) in living cells.","34686857"
"184",27,NA,"Brini","Marisa","M",2,"Quantification of organelle contact sites by split-GFP-based contact site sensors (SPLICS) in living cells.","34686857"
"185",28,NA,"Guerin","Lindsey N","LN",1,"Dual detection of chromatin accessibility and DNA methylation using ATAC-Me.","34663963"
"186",28,NA,"Barnett","Kelly R","KR",2,"Dual detection of chromatin accessibility and DNA methylation using ATAC-Me.","34663963"
"187",28,NA,"Hodges","Emily","E",3,"Dual detection of chromatin accessibility and DNA methylation using ATAC-Me.","34663963"
"188",29,NA,"Co","Julia Y","JY",1,"Controlling the polarity of human gastrointestinal organoids to investigate epithelial biology and infectious diseases.","34663962"
"189",29,NA,"Margalef-Català","Mar","M",2,"Controlling the polarity of human gastrointestinal organoids to investigate epithelial biology and infectious diseases.","34663962"
"190",29,NA,"Monack","Denise M","DM",3,"Controlling the polarity of human gastrointestinal organoids to investigate epithelial biology and infectious diseases.","34663962"
"191",29,NA,"Amieva","Manuel R","MR",4,"Controlling the polarity of human gastrointestinal organoids to investigate epithelial biology and infectious diseases.","34663962"
"192",30,NA,"Plongthongkum","Nongluk","N",1,"Scalable dual-omics profiling with single-nucleus chromatin accessibility and mRNA expression sequencing 2 (SNARE-seq2).","34650278"
"193",30,NA,"Diep","Dinh","D",2,"Scalable dual-omics profiling with single-nucleus chromatin accessibility and mRNA expression sequencing 2 (SNARE-seq2).","34650278"
"194",30,NA,"Chen","Song","S",3,"Scalable dual-omics profiling with single-nucleus chromatin accessibility and mRNA expression sequencing 2 (SNARE-seq2).","34650278"
"195",30,NA,"Lake","Blue B","BB",4,"Scalable dual-omics profiling with single-nucleus chromatin accessibility and mRNA expression sequencing 2 (SNARE-seq2).","34650278"
"196",30,NA,"Zhang","Kun","K",5,"Scalable dual-omics profiling with single-nucleus chromatin accessibility and mRNA expression sequencing 2 (SNARE-seq2).","34650278"
"197",31,NA,"Dukovski","Ilija","I",1,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","34635859"
"198",31,NA,"Bajić","Djordje","D",2,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","34635859"
"199",31,NA,"Chacón","Jeremy M","JM",3,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","34635859"
"200",31,NA,"Quintin","Michael","M",4,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","34635859"
"201",31,NA,"Vila","Jean C C","JCC",5,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","34635859"
"202",31,NA,"Sulheim","Snorre","S",6,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","34635859"
"203",31,NA,"Pacheco","Alan R","AR",7,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","34635859"
"204",31,NA,"Bernstein","David B","DB",8,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","34635859"
"205",31,NA,"Riehl","William J","WJ",9,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","34635859"
"206",31,NA,"Korolev","Kirill S","KS",10,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","34635859"
"207",31,NA,"Sanchez","Alvaro","A",11,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","34635859"
"208",31,NA,"Harcombe","William R","WR",12,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","34635859"
"209",31,NA,"Segrè","Daniel","D",13,"A metabolic modeling platform for the computation of microbial ecosystems in time and space (COMETS).","34635859"
"210",32,NA,"Schaub","Jeffrey M","JM",1,"Expression and characterization of SARS-CoV-2 spike proteins.","34611365"
"211",32,NA,"Chou","Chia-Wei","CW",2,"Expression and characterization of SARS-CoV-2 spike proteins.","34611365"
"212",32,NA,"Kuo","Hung-Che","HC",3,"Expression and characterization of SARS-CoV-2 spike proteins.","34611365"
"213",32,NA,"Javanmardi","Kamyab","K",4,"Expression and characterization of SARS-CoV-2 spike proteins.","34611365"
"214",32,NA,"Hsieh","Ching-Lin","CL",5,"Expression and characterization of SARS-CoV-2 spike proteins.","34611365"
"215",32,NA,"Goldsmith","Jory","J",6,"Expression and characterization of SARS-CoV-2 spike proteins.","34611365"
