"","DOI","ForeName","Middle1","Middle2","LastName","Order","Title","PMID","Journal","Address","CitationCount"
"26","10.1016/j.cell.2021.09.018","Jeffrey","A","","Hussmann",2,"Enhanced prime editing systems by manipulating cellular determinants of editing outcomes.","34653350","Cell","Department of Cellular and Molecular Pharmacology, University of California, San Francisco, San Francisco, CA 94158, USA",0
"27","10.1016/j.cell.2021.09.021","Mackenzie","","","Noon",6,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.","34644528","Cell","Division of Cellular and Developmental Biology, MCB Department, University of California, Berkeley, Berkeley, CA 94720, USA",0
"28","10.1016/j.cell.2021.09.021","Zhenyu","","","Xuan",12,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.","34644528","Cell","Department of Biological Sciences, The University of Texas at Dallas, Richardson, TX 75080, USA",0
"29","10.1016/j.cell.2021.09.021","Xin","","","Qi",5,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.","34644528","Cell","Division of Cellular and Developmental Biology, MCB Department, University of California, Berkeley, Berkeley, CA 94720, USA",0
"30","10.1016/j.cell.2021.09.021","Davide","","","Risso",14,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.","34644528","Cell","Department of Statistical Sciences, University of Padova, Padova 35122, Italy. Electronic address: davide.risso@unipd",0
"31","10.1016/j.cell.2021.09.021","Jingqi","","","Chen",3,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.","34644528","Cell","Division of Cellular and Developmental Biology, MCB Department, University of California, Berkeley, Berkeley, CA 94720, USA",0
"32","10.1016/j.cell.2021.09.021","Wanqing","","","Shao",2,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.","34644528","Cell","Department of Genetics, Edison Family Center for Genome Science and System Biology, McDonnell Genome Institute, Washington University School of Medicine, St. Louis, MO 63110, USA",0
"33","10.1016/j.cell.2021.09.021","Gabriele","","","Sales",8,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.","34644528","Cell","Department of Biology, University of Padova, Padova 35122, Italy",0
"34","10.1016/j.cell.2021.09.021","Terence","P","","Speed",11,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.","34644528","Cell","Bioinformatics Division, WEHI, Parkville, VIC 3052, Australia",0
"35","10.1016/j.cell.2021.09.021","Aparna","","","Anand",10,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.","34644528","Cell","Department of Genetics, Edison Family Center for Genome Science and System Biology, McDonnell Genome Institute, Washington University School of Medicine, St. Louis, MO 63110, USA",0
"36","10.1016/j.cell.2021.09.021","Ting","","","Wang",13,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.","34644528","Cell","Department of Genetics, Edison Family Center for Genome Science and System Biology, McDonnell Genome Institute, Washington University School of Medicine, St. Louis, MO 63110, USA. Electronic address: twang@wustl",0
"37","10.1016/j.cell.2021.09.021","Angus","","","Lee",4,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.","34644528","Cell","Division of Cellular and Developmental Biology, MCB Department, University of California, Berkeley, Berkeley, CA 94720, USA",0
"38","10.1016/j.cell.2021.09.021","Andrew","J","","Modzelewski",1,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.","34644528","Cell","Division of Cellular and Developmental Biology, MCB Department, University of California, Berkeley, Berkeley, CA 94720, USA",0
"39","10.1016/j.cell.2021.09.021","Anne","","","Biton",9,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.","34644528","Cell","Department of Statistics, University of California, Berkeley, Berkeley, CA 94720, USA",0
"40","10.1016/j.cell.2021.09.021","Kristy","","","Tjokro",7,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.","34644528","Cell","Division of Cellular and Developmental Biology, MCB Department, University of California, Berkeley, Berkeley, CA 94720, USA",0
"41","10.1016/j.cell.2021.09.021","Lin","","","He",15,"A mouse-specific retrotransposon drives a conserved Cdk2ap1 isoform essential for development.","34644528","Cell","Division of Cellular and Developmental Biology, MCB Department, University of California, Berkeley, Berkeley, CA 94720, USA. Electronic address: lhe@berkeley",0
"42","10.1016/j.cell.2021.09.022","Sandra","E","","Fischer",20,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","Department of Laboratory Medicine and Pathobiology, University of Toronto, University Health Network, Toronto, ON M5G 2M9, Canada",0
"43","10.1016/j.cell.2021.09.022","Julie","","","Wilson",15,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","PanCuRx Translational Research Initiative, Ontario Institute for Cancer Research, Toronto, ON M5G 0A3, Canada",0
"44","10.1016/j.cell.2021.09.022","Steven","","","Gallinger",22,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","PanCuRx Translational Research Initiative, Ontario Institute for Cancer Research, Toronto, ON M5G 0A3, Canada",0
"45","10.1016/j.cell.2021.09.022","Thomas","","","Kislinger",23,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","Princess Margaret Cancer Centre, University Health Network, Toronto, ON M5G 1L7, Canada",0
"46","10.1016/j.cell.2021.09.022","Molly","","","Udaskin",18,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","Princess Margaret Living Biobank Core, University Health Network, Toronto, ON M5G 1L7, Canada",0
"47","10.1016/j.cell.2021.09.022","Andrew","","","Macklin",7,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","Princess Margaret Cancer Centre, University Health Network, Toronto, ON M5G 1L7, Canada",0
"48","10.1016/j.cell.2021.09.022","Foram","","","Vyas",4,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","Princess Margaret Cancer Centre, University Health Network, Toronto, ON M5G 1L7, Canada",0
"49","10.1016/j.cell.2021.09.022","Rama","","","Khokha",24,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","Princess Margaret Cancer Centre, University Health Network, Toronto, ON M5G 1L7, Canada",0
"50","10.1016/j.cell.2021.09.022","Faiyaz","","","Notta",13,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","Princess Margaret Cancer Centre, University Health Network, Toronto, ON M5G 1L7, Canada",0
"51","10.1016/j.cell.2021.09.022","Grainne","","","O'Kane",14,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","PanCuRx Translational Research Initiative, Ontario Institute for Cancer Research, Toronto, ON M5G 0A3, Canada",0
"52","10.1016/j.cell.2021.09.022","Kazeera","","","Aliar",5,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","Princess Margaret Cancer Centre, University Health Network, Toronto, ON M5G 1L7, Canada",0
"53","10.1016/j.cell.2021.09.022","Robert","","","Denroche",9,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","PanCuRx Translational Research Initiative, Ontario Institute for Cancer Research, Toronto, ON M5G 0A3, Canada",0
"54","10.1016/j.cell.2021.09.022","Prashant","","","Bavi",11,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","PanCuRx Translational Research Initiative, Ontario Institute for Cancer Research, Toronto, ON M5G 0A3, Canada",0
"55","10.1016/j.cell.2021.09.022","Antoine","","","Devisme",2,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","Institute of Medical Bioinformatics and Systems Medicine, Medical Center-University of Freiburg, Faculty of Medicine, University of Freiburg, 79110 Freiburg, Germany",0
"56","10.1016/j.cell.2021.09.022","Peter","","","Bronsert",12,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","Core Facility for Histopathology and Digital Pathology, Medical Center-University of Freiburg, 79106 Freiburg, Germany",0
"57","10.1016/j.cell.2021.09.022","Melanie","","","Boerries",21,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","Institute of Medical Bioinformatics and Systems Medicine, Medical Center-University of Freiburg, Faculty of Medicine, University of Freiburg, 79110 Freiburg, Germany",0
"58","10.1016/j.cell.2021.09.022","Geoffroy","","","Andrieux",3,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","Institute of Medical Bioinformatics and Systems Medicine, Medical Center-University of Freiburg, Faculty of Medicine, University of Freiburg, 79110 Freiburg, Germany",0
"59","10.1016/j.cell.2021.09.022","Laura","","","Tamblyn",17,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","Princess Margaret Living Biobank Core, University Health Network, Toronto, ON M5G 1L7, Canada",0
"60","10.1016/j.cell.2021.09.022","Gun","Ho","","Jang",8,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","PanCuRx Translational Research Initiative, Ontario Institute for Cancer Research, Toronto, ON M5G 0A3, Canada",0
"61","10.1016/j.cell.2021.09.022","Curtis","W","","McCloskey",6,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","Princess Margaret Cancer Centre, University Health Network, Toronto, ON M5G 1L7, Canada",0
"62","10.1016/j.cell.2021.09.022","Joan","Miguel","","Romero",10,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","PanCuRx Translational Research Initiative, Ontario Institute for Cancer Research, Toronto, ON M5G 0A3, Canada",0
"63","10.1016/j.cell.2021.09.022","Barbara","T","","Grünwald",1,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","Princess Margaret Cancer Centre, University Health Network, Toronto, ON M5G 1L7, Canada",0
"64","10.1016/j.cell.2021.09.022","Nikolina","","","Radulovich",19,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","Princess Margaret Living Biobank Core, University Health Network, Toronto, ON M5G 1L7, Canada",0
"65","10.1016/j.cell.2021.09.022","Jennifer","","","Knox",16,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","Cell","PanCuRx Translational Research Initiative, Ontario Institute for Cancer Research, Toronto, ON M5G 0A3, Canada",0
"66","10.1016/j.cell.2021.09.023","Ling","","","Bai",9,"Mechanoreceptor synapses in the brainstem shape the central representation of touch.","34637701","Cell","Department of Neurobiology, Harvard Medical School, 220 Longwood Avenue, Boston, MA 02115, USA",0
"67","10.1016/j.cell.2021.09.023","Sophia","","","Renauld",5,"Mechanoreceptor synapses in the brainstem shape the central representation of touch.","34637701","Cell","Department of Neurobiology, Harvard Medical School, 220 Longwood Avenue, Boston, MA 02115, USA",0
"68","10.1016/j.cell.2021.09.023","Yang","","","Zheng",8,"Mechanoreceptor synapses in the brainstem shape the central representation of touch.","34637701","Cell","Department of Neurobiology, Harvard Medical School, 220 Longwood Avenue, Boston, MA 02115, USA",0
"69","10.1016/j.cell.2021.09.023","David","D","","Ginty",14,"Mechanoreceptor synapses in the brainstem shape the central representation of touch.","34637701","Cell","Department of Neurobiology, Harvard Medical School, 220 Longwood Avenue, Boston, MA 02115, USA",0
"70","10.1016/j.cell.2021.09.023","Alan","J","","Emanuel",4,"Mechanoreceptor synapses in the brainstem shape the central representation of touch.","34637701","Cell","Department of Neurobiology, Harvard Medical School, 220 Longwood Avenue, Boston, MA 02115, USA",0
"71","10.1016/j.cell.2021.09.023","Christopher","D","","Harvey",13,"Mechanoreceptor synapses in the brainstem shape the central representation of touch.","34637701","Cell","Department of Neurobiology, Harvard Medical School, 220 Longwood Avenue, Boston, MA 02115, USA",0
"72","10.1016/j.cell.2021.09.023","Brendan","P","","Lehnert",1,"Mechanoreceptor synapses in the brainstem shape the central representation of touch.","34637701","Cell","Department of Neurobiology, Harvard Medical School, 220 Longwood Avenue, Boston, MA 02115, USA",0
"73","10.1016/j.cell.2021.09.023","Alexandra","R","","Magee",12,"Mechanoreceptor synapses in the brainstem shape the central representation of touch.","34637701","Cell","Department of Neurobiology, Harvard Medical School, 220 Longwood Avenue, Boston, MA 02115, USA",0
"74","10.1016/j.cell.2021.09.023","Nusrat","","","Africawala",6,"Mechanoreceptor synapses in the brainstem shape the central representation of touch.","34637701","Cell","Department of Neurobiology, Harvard Medical School, 220 Longwood Avenue, Boston, MA 02115, USA",0
"75","10.1016/j.cell.2021.09.023","Celine","","","Santiago",2,"Mechanoreceptor synapses in the brainstem shape the central representation of touch.","34637701","Cell","Department of Neurobiology, Harvard Medical School, 220 Longwood Avenue, Boston, MA 02115, USA",0
"76","10.1016/j.cell.2021.09.023","Jennifer","T","","Hong",11,"Mechanoreceptor synapses in the brainstem shape the central representation of touch.","34637701","Cell","Department of Neurobiology, Harvard Medical School, 220 Longwood Avenue, Boston, MA 02115, USA",0
"77","10.1016/j.cell.2021.09.023","Erica","L","","Huey",3,"Mechanoreceptor synapses in the brainstem shape the central representation of touch.","34637701","Cell","Department of Neurobiology, Harvard Medical School, 220 Longwood Avenue, Boston, MA 02115, USA",0
"78","10.1016/j.cell.2021.09.023","Ilayda","","","Alkislar",7,"Mechanoreceptor synapses in the brainstem shape the central representation of touch.","34637701","Cell","Department of Neurobiology, Harvard Medical School, 220 Longwood Avenue, Boston, MA 02115, USA",0
"79","10.1016/j.cell.2021.09.023","Charalampia","","","Koutsioumpa",10,"Mechanoreceptor synapses in the brainstem shape the central representation of touch.","34637701","Cell","Department of Neurobiology, Harvard Medical School, 220 Longwood Avenue, Boston, MA 02115, USA",0
"80","10.1016/j.cell.2021.09.025","Ivan","","","Marazzi",5,"Emergency drug use in a pandemic: Harsh lessons from COVID-19.","34587491","Cell","Department of Microbiology, Icahn School of Medicine at Mount Sinai, New York, NY 10029, USA",0
"81","10.1016/j.cell.2021.09.025","Jessica","S","Y","Ho",2,"Emergency drug use in a pandemic: Harsh lessons from COVID-19.","34587491","Cell","Department of Microbiology, Icahn School of Medicine at Mount Sinai, New York, NY 10029, USA",0
"82","10.1016/j.cell.2021.09.025","William","","","Zacharias",3,"Emergency drug use in a pandemic: Harsh lessons from COVID-19.","34587491","Cell","Departments of Pediatrics and Medicine, Divisions of Pulmonary Biology and Pulmonary and Critical Care Medicine, University of Cincinnati School of Medicine, Cincinnati Children's Hospital, Cincinnati, OH, USA",0
"83","10.1016/j.cell.2021.09.025","Anand","D","","Jeyasekharan",4,"Emergency drug use in a pandemic: Harsh lessons from COVID-19.","34587491","Cell","Department of Medicine, National University Hospital, National University of Singapore, Singapore 117599, Singapore",0
"84","10.1016/j.cell.2021.09.025","Gail","","","Cross",1,"Emergency drug use in a pandemic: Harsh lessons from COVID-19.","34587491","Cell","Department of Medicine, National University Hospital, National University of Singapore, Singapore 117599, Singapore. Electronic address: mdcgbc@nus.edu",0
"85","10.1016/j.cell.2021.09.026","Michael","","","Pablo",3,"Biosensors based on peptide exposure show single molecule conformations in live cells.","34637702","Cell","Department of Chemistry, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, USA",0
"86","10.1016/j.cell.2021.09.026","J","Cody","","Herron",4,"Biosensors based on peptide exposure show single molecule conformations in live cells.","34637702","Cell","Curriculum in Bioinformatics and Computational Biology, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, USA",0
"87","10.1016/j.cell.2021.09.026","Jonathan","B","","Grimm",7,"Biosensors based on peptide exposure show single molecule conformations in live cells.","34637702","Cell","Janelia Research Campus, The Howard Hughes Medical Institute, Ashburn, VA 20147, USA",0
"88","10.1016/j.cell.2021.09.026","Luke","D","","Lavis",8,"Biosensors based on peptide exposure show single molecule conformations in live cells.","34637702","Cell","Janelia Research Campus, The Howard Hughes Medical Institute, Ashburn, VA 20147, USA",0
"89","10.1016/j.cell.2021.09.026","Ana","T","","Nogueira",5,"Biosensors based on peptide exposure show single molecule conformations in live cells.","34637702","Cell","Department of Pharmacology, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, USA",0
"90","10.1016/j.cell.2021.09.026","Timothy","C","","Elston",9,"Biosensors based on peptide exposure show single molecule conformations in live cells.","34637702","Cell","Department of Pharmacology, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, USA",0
"91","10.1016/j.cell.2021.09.026","Bei","","","Liu",1,"Biosensors based on peptide exposure show single molecule conformations in live cells.","34637702","Cell","Department of Pharmacology, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, USA",0
"92","10.1016/j.cell.2021.09.026","Orrin","J","","Stone",2,"Biosensors based on peptide exposure show single molecule conformations in live cells.","34637702","Cell","Department of Pharmacology, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, USA",0
"93","10.1016/j.cell.2021.09.026","Onur","","","Dagliyan",6,"Biosensors based on peptide exposure show single molecule conformations in live cells.","34637702","Cell","Department of Pharmacology, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, USA",0
"94","10.1016/j.cell.2021.09.026","Klaus","M","","Hahn",10,"Biosensors based on peptide exposure show single molecule conformations in live cells.","34637702","Cell","Department of Pharmacology, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, USA",0
"95","10.1016/j.cell.2021.09.030","Jincai","","","Shi",1,"A phosphate starvation response-centered network regulates mycorrhizal symbiosis.","34644527","Cell","National Key Laboratory of Plant Molecular Genetics, CAS Center for Excellence in Molecular Plant Sciences, Institute of Plant Physiology and Ecology, SIBS, Chinese Academy of Sciences, Shanghai 200032, China",0
"96","10.1016/j.cell.2021.09.030","Qiujin","","","Xie",7,"A phosphate starvation response-centered network regulates mycorrhizal symbiosis.","34644527","Cell","National Key Laboratory of Plant Molecular Genetics, CAS Center for Excellence in Molecular Plant Sciences, Institute of Plant Physiology and Ecology, SIBS, Chinese Academy of Sciences, Shanghai 200032, China",0
"97","10.1016/j.cell.2021.09.030","Boyu","","","Zhao",2,"A phosphate starvation response-centered network regulates mycorrhizal symbiosis.","34644527","Cell","National Key Laboratory of Plant Molecular Genetics, CAS Center for Excellence in Molecular Plant Sciences, Institute of Plant Physiology and Ecology, SIBS, Chinese Academy of Sciences, Shanghai 200032, China",0
"98","10.1016/j.cell.2021.09.030","Wentao","","","Dong",6,"A phosphate starvation response-centered network regulates mycorrhizal symbiosis.","34644527","Cell","National Key Laboratory of Plant Molecular Genetics, CAS Center for Excellence in Molecular Plant Sciences, Institute of Plant Physiology and Ecology, SIBS, Chinese Academy of Sciences, Shanghai 200032, China",0
"99","10.1016/j.cell.2021.09.030","Shuang","","","Zheng",3,"A phosphate starvation response-centered network regulates mycorrhizal symbiosis.","34644527","Cell","National Key Laboratory of Plant Molecular Genetics, CAS Center for Excellence in Molecular Plant Sciences, Institute of Plant Physiology and Ecology, SIBS, Chinese Academy of Sciences, Shanghai 200032, China",0
"100","10.1016/j.cell.2021.09.030","Xiaolin","","","Wang",5,"A phosphate starvation response-centered network regulates mycorrhizal symbiosis.","34644527","Cell","National Key Laboratory of Plant Molecular Genetics, CAS Center for Excellence in Molecular Plant Sciences, Institute of Plant Physiology and Ecology, SIBS, Chinese Academy of Sciences, Shanghai 200032, China",0
"101","10.1016/j.cell.2021.09.030","Gang","","","Wang",8,"A phosphate starvation response-centered network regulates mycorrhizal symbiosis.","34644527","Cell","National Key Laboratory of Plant Molecular Genetics, CAS Center for Excellence in Molecular Plant Sciences, Institute of Plant Physiology and Ecology, SIBS, Chinese Academy of Sciences, Shanghai 200032, China",0
"102","10.1016/j.cell.2021.09.030","Ertao","","","Wang",12,"A phosphate starvation response-centered network regulates mycorrhizal symbiosis.","34644527","Cell","National Key Laboratory of Plant Molecular Genetics, CAS Center for Excellence in Molecular Plant Sciences, Institute of Plant Physiology and Ecology, SIBS, Chinese Academy of Sciences, Shanghai 200032, China. Electronic address: etwang@cemps.ac",0
"103","10.1016/j.cell.2021.09.030","Yunping","","","Xiao",9,"A phosphate starvation response-centered network regulates mycorrhizal symbiosis.","34644527","Cell","Shanghai OE Biotech Co., Ltd., Shanghai 201114, China",0
"104","10.1016/j.cell.2021.09.030","Xiaowei","","","Zhang",4,"A phosphate starvation response-centered network regulates mycorrhizal symbiosis.","34644527","Cell","National Key Laboratory of Plant Molecular Genetics, CAS Center for Excellence in Molecular Plant Sciences, Institute of Plant Physiology and Ecology, SIBS, Chinese Academy of Sciences, Shanghai 200032, China",0
"105","10.1016/j.cell.2021.09.030","Fan","","","Chen",10,"A phosphate starvation response-centered network regulates mycorrhizal symbiosis.","34644527","Cell","Institute of Genetics and Developmental Biology, Innovation Academy for Seed Design, Chinese Academy of Sciences, Beijing 100101, China",0
"106","10.1016/j.cell.2021.09.030","Nan","","","Yu",11,"A phosphate starvation response-centered network regulates mycorrhizal symbiosis.","34644527","Cell","Shanghai Key Laboratory of Plant Molecular Sciences, College of Life Sciences, Shanghai Normal University, Shanghai 200234, China",0
"107","10.1016/j.cell.2021.09.031","Yaara","","","Oppenheimer-Shaanan",11,"Cyclic CMP and cyclic UMP mediate bacterial immunity against phages.","34644530","Cell","Department of Molecular Genetics, Weizmann Institute of Science, Rehovot 7610001, Israel",8
"108","10.1016/j.cell.2021.09.031","Nitzan","","","Tal",1,"Cyclic CMP and cyclic UMP mediate bacterial immunity against phages.","34644530","Cell","Department of Molecular Genetics, Weizmann Institute of Science, Rehovot 7610001, Israel",8
"109","10.1016/j.cell.2021.09.031","Benjamin","R","","Morehouse",2,"Cyclic CMP and cyclic UMP mediate bacterial immunity against phages.","34644530","Cell","Department of Microbiology, Harvard Medical School, Boston, MA 02115, USA",8
