PMID,DOI,Title,Abstract,Year,Month,Day,Jabbrev,Journal,LastName,ForeName,Order,Address,Gender,CitationCount,Date.Received,Date.Published,Field
34917170,10.1038/s41561-021-00837-7,Development of Ice-Shelf Estuaries Promotes Fractures and Calving.,"As the global climate warms, increased surface meltwater production on ice shelves may trigger ice-shelf collapse and enhance global sea-level rise. The formation of surface rivers could help prevent ice-shelf collapse if they can efficiently evacuate meltwater. Here, we present observations of the evolution of a surface river into an ice-shelf estuary atop the Petermann Ice Shelf in northwest Greenland, and identify a second estuary at the nearby Ryder Ice Shelf. This surface hydrology process ",2021,12,22,Nat Geosci,Nature geoscience,Pitcher,Lincoln H,2,"Cooperative Institute for Research in Environmental Science (CIRES), University of Colorado Boulder, Boulder, CO 80309",M,0,9-Sep-20,3-Dec-21,Geoscience
34917170,10.1038/s41561-021-00837-7,Development of Ice-Shelf Estuaries Promotes Fractures and Calving.,"As the global climate warms, increased surface meltwater production on ice shelves may trigger ice-shelf collapse and enhance global sea-level rise. The formation of surface rivers could help prevent ice-shelf collapse if they can efficiently evacuate meltwater. Here, we present observations of the evolution of a surface river into an ice-shelf estuary atop the Petermann Ice Shelf in northwest Greenland, and identify a second estuary at the nearby Ryder Ice Shelf. This surface hydrology process ",2021,12,22,Nat Geosci,Nature geoscience,Smith,Laurence C,3,"Institute at Brown for Environment and Society, Brown University, Providence, RI 02912",M,0,9-Sep-20,3-Dec-21,Geoscience
34917170,10.1038/s41561-021-00837-7,Development of Ice-Shelf Estuaries Promotes Fractures and Calving.,"As the global climate warms, increased surface meltwater production on ice shelves may trigger ice-shelf collapse and enhance global sea-level rise. The formation of surface rivers could help prevent ice-shelf collapse if they can efficiently evacuate meltwater. Here, we present observations of the evolution of a surface river into an ice-shelf estuary atop the Petermann Ice Shelf in northwest Greenland, and identify a second estuary at the nearby Ryder Ice Shelf. This surface hydrology process ",2021,12,22,Nat Geosci,Nature geoscience,Kosh,Elena,4,"Environmental Science Department, Barnard College, New York, NY 10027",F,0,9-Sep-20,3-Dec-21,Geoscience
34917170,10.1038/s41561-021-00837-7,Development of Ice-Shelf Estuaries Promotes Fractures and Calving.,"As the global climate warms, increased surface meltwater production on ice shelves may trigger ice-shelf collapse and enhance global sea-level rise. The formation of surface rivers could help prevent ice-shelf collapse if they can efficiently evacuate meltwater. Here, we present observations of the evolution of a surface river into an ice-shelf estuary atop the Petermann Ice Shelf in northwest Greenland, and identify a second estuary at the nearby Ryder Ice Shelf. This surface hydrology process ",2021,12,22,Nat Geosci,Nature geoscience,Alexander,Patrick M,5,"Lamont-Doherty Earth Observatory of Columbia University, Palisades, New York, NY 10964",M,0,9-Sep-20,3-Dec-21,Geoscience
34917170,10.1038/s41561-021-00837-7,Development of Ice-Shelf Estuaries Promotes Fractures and Calving.,"As the global climate warms, increased surface meltwater production on ice shelves may trigger ice-shelf collapse and enhance global sea-level rise. The formation of surface rivers could help prevent ice-shelf collapse if they can efficiently evacuate meltwater. Here, we present observations of the evolution of a surface river into an ice-shelf estuary atop the Petermann Ice Shelf in northwest Greenland, and identify a second estuary at the nearby Ryder Ice Shelf. This surface hydrology process ",2021,12,22,Nat Geosci,Nature geoscience,Tedesco,Marco,6,"Lamont-Doherty Earth Observatory of Columbia University, Palisades, New York, NY 10964",M,0,9-Sep-20,3-Dec-21,Geoscience
34917170,10.1038/s41561-021-00837-7,Development of Ice-Shelf Estuaries Promotes Fractures and Calving.,"As the global climate warms, increased surface meltwater production on ice shelves may trigger ice-shelf collapse and enhance global sea-level rise. The formation of surface rivers could help prevent ice-shelf collapse if they can efficiently evacuate meltwater. Here, we present observations of the evolution of a surface river into an ice-shelf estuary atop the Petermann Ice Shelf in northwest Greenland, and identify a second estuary at the nearby Ryder Ice Shelf. This surface hydrology process ",2021,12,22,Nat Geosci,Nature geoscience,Bell,Robin E,7,"Lamont-Doherty Earth Observatory of Columbia University, Palisades, New York, NY 10964",M,0,9-Sep-20,3-Dec-21,Geoscience
34820055,10.1029/2021MS002505,Evolving CO<sub>2</sub> Rather Than SST Leads to a Factor of Ten Decrease in GCM Convergence Time.,"The high computational cost of Global Climate Models (GCMs) is a problem that limits their use in many areas. Recently an inverse climate modeling (InvCM) method, which fixes the global mean sea surface temperature (SST) and evolves the <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:msub><mml:mrow><mml:mi>C</mml:mi> <mml:mi>O</mml:mi></mml:mrow> <mml:mn>2</mml:mn></mml:msub> </mml:math> mixing ratio to equilibrate climate, has been implemented in a cloud-resolving model. In this ",2021,11,26,J Adv Model Earth Syst,Journal of advances in modeling earth systems,Zhang,Yixiao,1,Department of the Atmospheric and Oceanic Sciences Peking University Beijing China,M,1,13-Feb-21,30-Oct-21,Geoscience
34820055,10.1029/2021MS002505,Evolving CO<sub>2</sub> Rather Than SST Leads to a Factor of Ten Decrease in GCM Convergence Time.,"The high computational cost of Global Climate Models (GCMs) is a problem that limits their use in many areas. Recently an inverse climate modeling (InvCM) method, which fixes the global mean sea surface temperature (SST) and evolves the <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:msub><mml:mrow><mml:mi>C</mml:mi> <mml:mi>O</mml:mi></mml:mrow> <mml:mn>2</mml:mn></mml:msub> </mml:math> mixing ratio to equilibrate climate, has been implemented in a cloud-resolving model. In this ",2021,11,26,J Adv Model Earth Syst,Journal of advances in modeling earth systems,Bloch-Johnson,Jonah,2,DNCAS-Climate University of Reading Reading UK,M,1,13-Feb-21,30-Oct-21,Geoscience
34820055,10.1029/2021MS002505,Evolving CO<sub>2</sub> Rather Than SST Leads to a Factor of Ten Decrease in GCM Convergence Time.,"The high computational cost of Global Climate Models (GCMs) is a problem that limits their use in many areas. Recently an inverse climate modeling (InvCM) method, which fixes the global mean sea surface temperature (SST) and evolves the <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:msub><mml:mrow><mml:mi>C</mml:mi> <mml:mi>O</mml:mi></mml:mrow> <mml:mn>2</mml:mn></mml:msub> </mml:math> mixing ratio to equilibrate climate, has been implemented in a cloud-resolving model. In this ",2021,11,26,J Adv Model Earth Syst,Journal of advances in modeling earth systems,Romps,David M,3,Department of Earth and Planetary Science University of California Berkeley CA USA,M,1,13-Feb-21,30-Oct-21,Geoscience
34820055,10.1029/2021MS002505,Evolving CO<sub>2</sub> Rather Than SST Leads to a Factor of Ten Decrease in GCM Convergence Time.,"The high computational cost of Global Climate Models (GCMs) is a problem that limits their use in many areas. Recently an inverse climate modeling (InvCM) method, which fixes the global mean sea surface temperature (SST) and evolves the <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:msub><mml:mrow><mml:mi>C</mml:mi> <mml:mi>O</mml:mi></mml:mrow> <mml:mn>2</mml:mn></mml:msub> </mml:math> mixing ratio to equilibrate climate, has been implemented in a cloud-resolving model. In this ",2021,11,26,J Adv Model Earth Syst,Journal of advances in modeling earth systems,Abbot,Dorian S,4,Department of the Geophysical Sciences University of Chicago Chicago IL USA,M,1,13-Feb-21,30-Oct-21,Geoscience
