"","index","CollectiveName","LastName","ForeName","Initials","order","Title","PMID"
"35",14,NA,"Christofori","Gerhard","G",10,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"36",14,NA,"Dedhar","Shoukat","S",11,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"37",14,NA,"Derynck","Rik","R",12,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"38",14,NA,"Ford","Heide L","HL",13,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"39",14,NA,"Fuxe","Jonas","J",14,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"40",14,NA,"García de Herreros","Antonio","A",15,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"41",14,NA,"Goodall","Gregory J","GJ",16,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"42",14,NA,"Hadjantonakis","Anna-Katerina","AK",17,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"43",14,NA,"Huang","Ruby Y J","RYJ",18,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"44",14,NA,"Kalcheim","Chaya","C",19,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"45",14,NA,"Kalluri","Raghu","R",20,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"46",14,NA,"Kang","Yibin","Y",21,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"47",14,NA,"Khew-Goodall","Yeesim","Y",22,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"48",14,NA,"Levine","Herbert","H",23,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"49",14,NA,"Liu","Jinsong","J",24,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"50",14,NA,"Longmore","Gregory D","GD",25,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"51",14,NA,"Mani","Sendurai A","SA",26,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"52",14,NA,"Massagué","Joan","J",27,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"53",14,NA,"Mayor","Roberto","R",28,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"54",14,NA,"McClay","David","D",29,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"55",14,NA,"Mostov","Keith E","KE",30,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"56",14,NA,"Newgreen","Donald F","DF",31,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"57",14,NA,"Nieto","M Angela","MA",32,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"58",14,NA,"Puisieux","Alain","A",33,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"59",14,NA,"Runyan","Raymond","R",34,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"60",14,NA,"Savagner","Pierre","P",35,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"61",14,NA,"Stanger","Ben","B",36,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"62",14,NA,"Stemmler","Marc P","MP",37,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"63",14,NA,"Takahashi","Yoshiko","Y",38,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"64",14,NA,"Takeichi","Masatoshi","M",39,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"65",14,NA,"Theveneau","Eric","E",40,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"66",14,NA,"Thiery","Jean Paul","JP",41,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"67",14,NA,"Thompson","Erik W","EW",42,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"68",14,NA,"Weinberg","Robert A","RA",43,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"69",14,NA,"Williams","Elizabeth D","ED",44,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"70",14,NA,"Xing","Jianhua","J",45,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"71",14,NA,"Zhou","Binhua P","BP",46,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"72",14,NA,"Sheng","Guojun","G",47,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"73",14,"EMT International Association (TEMTIA)",NA,NA,NA,48,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908"
"74",15,NA,"Strzyz","Paulina","P",1,"Compression as a driver of hair loss.","34625740"
"75",16,NA,"Strzyz","Paulina","P",1,"Noble sensations.","34625739"
"76",17,NA,"Baumann","Kim","K",1,"EV signalling in the haematopoietic niche.","34594026"
"77",18,NA,"Zlotorynski","Eytan","E",1,"Longevity lost in translation.","34545217"
"78",19,NA,"Strzyz","Paulina","P",1,"Miniaturizing Cas.","34489591"
"79",20,NA,"Lee","Ji-Hoon","JH",1,"Cellular functions of the protein kinase ATM and their relevance to human disease.","34429537"
"80",20,NA,"Paull","Tanya T","TT",2,"Cellular functions of the protein kinase ATM and their relevance to human disease.","34429537"
"81",21,NA,"Gudimchuk","Nikita B","NB",1,"Regulation of microtubule dynamics, mechanics and function through the growing tip.","34408299"
"82",21,NA,"McIntosh","J Richard","JR",2,"Regulation of microtubule dynamics, mechanics and function through the growing tip.","34408299"
"83",22,NA,"Blackledge","Neil P","NP",1,"The molecular principles of gene regulation by Polycomb repressive complexes.","34400841"
"84",22,NA,"Klose","Robert J","RJ",2,"The molecular principles of gene regulation by Polycomb repressive complexes.","34400841"
"85",23,NA,"Sanjana","Neville E","NE",1,"Voices of the new generation: open science is good for science (and for you).","34381203"
"86",24,NA,"Ditlev","Jonathon A","JA",1,"Voices of the new generation: establishing yourself as a PI in a competitive field.","34331035"
"87",25,NA,"Zhao","Yan G","YG",1,"Machinery, regulation and pathophysiological implications of autophagosome maturation.","34302147"
"88",25,NA,"Codogno","Patrice","P",2,"Machinery, regulation and pathophysiological implications of autophagosome maturation.","34302147"
"89",25,NA,"Zhang","Hong","H",3,"Machinery, regulation and pathophysiological implications of autophagosome maturation.","34302147"
"90",26,NA,"James","David E","DE",1,"The aetiology and molecular landscape of insulin resistance.","34285405"
"91",26,NA,"Stöckli","Jacqueline","J",2,"The aetiology and molecular landscape of insulin resistance.","34285405"
"92",26,NA,"Birnbaum","Morris J","MJ",3,"The aetiology and molecular landscape of insulin resistance.","34285405"
"93",27,NA,"Dowling","James J","JJ",1,"Molecular and cellular basis of genetically inherited skeletal muscle disorders.","34257452"
"94",27,NA,"Weihl","Conrad C","CC",2,"Molecular and cellular basis of genetically inherited skeletal muscle disorders.","34257452"
"95",27,NA,"Spencer","Melissa J","MJ",3,"Molecular and cellular basis of genetically inherited skeletal muscle disorders.","34257452"
